Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,name_norm,match_type
2652,Lesley Ugochukwu,fr FRA,MDC,Chelsea,eng Premier League,19.0,2004.0,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,lesley ugochukwu,exact
2653,Lukas Ullrich,de GER,DEF,Gladbach,de Bundesliga,19.0,2004.0,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lukas ullrich,exact
2654,Sven Ulreich,de GER,G,Bayern Munich,de Bundesliga,34.0,1988.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sven ulreich,exact
2655,Samuel Umtiti,fr FRA,DC,Lille,fr Ligue 1,29.0,1993.0,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,samuel umtiti,exact
2656,Enes Ünal,tr TUR,BU,Bournemouth,eng Premier League,26.0,1997.0,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1.0,3.9,4.0,7.0,28.0,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07,enes unal,exact
2657,Enes Ünal,tr TUR,BU,Getafe,es La Liga,26.0,1997.0,3,1,140,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2.0,1.0,7.0,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3,enes unal,exact
2658,Deniz Undav,de GER,ATT,Stuttgart,de Bundesliga,27.0,1996.0,30,23,2089,23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45.0,120.0,182.0,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.9,deniz undav,exact
2659,Dayot Upamecano,fr FRA,DC,Bayern Munich,de Bundesliga,24.0,1998.0,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28.0,137.0,10.0,0.05,0.0,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,dayot upamecano,exact
2660,Kacper Urbanski,pl POL,AG,Bologna,it Serie A,18.0,2004.0,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,kacper urbanski,exact
2661,Mark Uth,de GER,MOC,Köln,de Bundesliga,31.0,1991.0,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83,mark uth,exact
2662,Myrto Uzuni,al ALB,BU,Granada,es La Liga,28.0,1995.0,34,28,2448,27.2,11,1,12,7,4,5,3,0,12.9,9.0,2.6,11.6,21.0,18.0,90.0,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,myrto uzuni,exact
2663,Josha Vagnoman,de GER,DD,Stuttgart,de Bundesliga,22.0,2000.0,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19.0,33.0,67.0,0.15,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2,josha vagnoman,exact
2664,Óscar Valentín,es ESP,MDC,Rayo Vallecano,es La Liga,28.0,1994.0,34,32,2692,29.9,1,0,1,1,0,0,7,1,1.7,1.7,0.6,2.2,24.0,132.0,11.0,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07,oscar valentin,exact
2665,Emanuele Valeri,it ITA,MG,Frosinone,it Serie A,24.0,1998.0,16,14,1178,13.1,0,1,1,0,0,0,3,0,0.9,0.9,2.4,3.3,38.0,41.0,61.0,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25,emanuele valeri,exact
2666,Martin Valjent,sk SVK,DC,Mallorca,es La Liga,27.0,1995.0,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22.0,61.0,27.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05,martin valjent,exact
2667,Jesús Vallejo,es ESP,DC,Granada,es La Liga,26.0,1997.0,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jesus vallejo,exact
2668,Álvaro Vallés,es ESP,G,Las Palmas,es La Liga,26.0,1997.0,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alvaro valles,exact
2669,Federico Valverde,uy URU,MD,Real Madrid,es La Liga,25.0,1998.0,37,33,2904,32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104.0,231.0,102.0,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,federico valverde,exact
2670,Kévin Van Den Kerkhof,dz ALG,MD,Metz,fr Ligue 1,27.0,1996.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,1.5,1.5,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,kevin van den kerkhof,exact
2671,Siebe Van Der Heyden,be BEL,DC,Mallorca,es La Liga,25.0,1998.0,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,siebe van der heyden,exact
2672,Virgil van Dijk,nl NED,DC,Liverpool,eng Premier League,32.0,1991.0,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32.0,200.0,7.0,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,virgil van dijk,exact
2673,Vanderson,br BRA,MD,Monaco,fr Ligue 1,22.0,2001.0,20,20,1641,18.2,3,1,4,3,0,0,6,1,2.1,2.1,1.4,3.5,26.0,71.0,129.0,0.16,0.05,0.22,0.16,0.22,0.12,0.08,0.19,0.12,0.19,vanderson,exact
2674,Raphaël Varane,fr FRA,DC,Manchester Utd,eng Premier League,30.0,1993.0,22,16,1375,15.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16.0,59.0,2.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,raphael varane,exact
2675,Ruben Vargas,ch SUI,MOC,Augsburg,de Bundesliga,24.0,1998.0,31,25,1962,21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57.0,77.0,145.0,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29,ruben vargas,exact
2676,Johan Vásquez,mx MEX,DC,Genoa,it Serie A,24.0,1998.0,37,32,2850,31.7,1,1,2,1,0,0,6,0,1.9,1.9,0.8,2.7,29.0,81.0,61.0,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08,johan vasquez,exact
2677,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24.0,1998.0,37,37,3302,36.7,7,1,8,0,7,8,4,0,7.3,1.0,3.2,4.2,30.0,251.0,43.0,0.19,0.03,0.22,0.0,0.03,0.2,0.09,0.29,0.03,0.11,jose luis garcia vaya,original
2678,Borja Vázquez,es ESP,FW,Cádiz,es La Liga,18.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,borja vazquez,original
2679,Jesus Vazquez,es ESP,DG,Valencia,es La Liga,20.0,2003.0,20,6,716,8.0,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,13.0,15.0,29.0,0.13,0.0,0.13,0.13,0.13,0.15,0.02,0.16,0.15,0.16,jesus vazquez,exact
2680,Kevin Vázquez,es ESP,DD,Celta Vigo,es La Liga,30.0,1993.0,12,10,700,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03,kevin vazquez,exact
2681,Lucas Vázquez,es ESP,DD,Real Madrid,es La Liga,32.0,1991.0,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28.0,58.0,160.0,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,lucas vazquez,exact
2682,Matías Vecino,uy URU,MC,Lazio,it Serie A,31.0,1991.0,31,8,1153,12.8,6,1,7,6,0,0,8,0,3.7,3.7,0.4,4.1,16.0,74.0,43.0,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32,matias vecino,exact
2683,Gabriel Veiga,es ESP,MIL,Celta Vigo,es La Liga,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gabriel veiga,fuzzy:gabri veiga
2684,Alejo Véliz,ar ARG,ATT,Tottenham,eng Premier League,19.0,2003.0,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,1.8,0.0,1.8,1.8,1.8,0.45,0.0,0.45,0.45,0.45,alejo veliz,exact
2685,Alejo Véliz,ar ARG,ATT,Sevilla,es La Liga,19.0,2003.0,6,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,alejo veliz,exact
2686,Miloš Veljković,rs SRB,DC,Werder Bremen,de Bundesliga,27.0,1995.0,23,21,1920,21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16.0,89.0,13.0,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12,milos veljkovic,exact
2687,Joël Veltman,nl NED,DD,Brighton,eng Premier League,31.0,1992.0,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24.0,85.0,54.0,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,joel veltman,exact
2688,Micky van de Ven,nl NED,DC,Tottenham,eng Premier League,22.0,2001.0,27,27,2339,26.0,3,0,3,3,0,0,5,0,0.6,0.6,0.0,0.6,19.0,108.0,9.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02,micky van de ven,exact
2689,Lorenzo Venuti,it ITA,DD,Lecce,it Serie A,28.0,1995.0,14,3,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,lorenzo venuti,exact
2690,Bart Verbruggen,nl NED,G,Brighton,eng Premier League,20.0,2002.0,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bart verbruggen,exact
2691,Simone Verdi,it ITA,ATT,Torino,it Serie A,31.0,1992.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,simone verdi,exact
2692,Jordan Veretout,fr FRA,MC,Marseille,fr Ligue 1,30.0,1993.0,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5.0,7.9,53.0,194.0,81.0,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33,jordan veretout,exact
2693,Arthur Vermeeren,be BEL,MC,Atlético Madrid,es La Liga,18.0,2005.0,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,arthur vermeeren,exact
2694,Yorbe Vertessen,be BEL,BU,Union Berlin,de Bundesliga,22.0,2001.0,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10.0,13.0,39.0,0.46,0.3,0.76,0.46,0.76,0.41,0.2,0.61,0.41,0.61,yorbe vertessen,exact
2695,Mikel Vesga,es ESP,MDC,Athletic Club,es La Liga,30.0,1993.0,27,18,1534,17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10.0,88.0,29.0,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14,mikel vesga,exact
2696,Guglielmo Vicario,it ITA,G,Tottenham,eng Premier League,26.0,1996.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,guglielmo vicario,exact
2697,Carlos Vicente,es ESP,AD,Alavés,es La Liga,24.0,1999.0,18,12,1114,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49,carlos vicente,exact
2698,Nacho Vidal,es ESP,DLD,Osasuna,es La Liga,28.0,1995.0,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29,nacho vidal,exact
2699,Nacho Vidal,es ESP,DLD,Mallorca,es La Liga,28.0,1995.0,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26,nacho vidal,exact
2700,Fabio Vieira,pt POR,MC,Arsenal,eng Premier League,23.0,2000.0,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64,fabio vieira,exact
2701,Fran Vieites,es ESP,G,Betis,es La Liga,24.0,1999.0,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fran vieites,exact
2702,Jonathan Viera,es ESP,MOC,Las Palmas,es La Liga,33.0,1989.0,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1.0,1.7,26.0,65.0,37.0,0.29,0.15,0.44,0.0,0.15,0.33,0.14,0.47,0.1,0.24,jonathan viera,exact
2703,Jonathan Viera,es ESP,MOC,Almería,es La Liga,33.0,1989.0,12,12,912,10.1,0,3,3,0,0,0,3,1,1.3,1.3,2.7,3.9,35.0,68.0,29.0,0.0,0.3,0.3,0.0,0.3,0.13,0.26,0.39,0.13,0.39,jonathan viera,exact
2704,Emanuel Vignato,it ITA,MOC,Salernitana,it Serie A,22.0,2000.0,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5.0,11.0,14.0,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11,emanuel vignato,exact
2705,Samuele Vignato,it ITA,MOC,Monza,it Serie A,19.0,2004.0,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,samuele vignato,exact
2706,Oscar Vilhelmsson,se SWE,BU,Darmstadt 98,de Bundesliga,19.0,2003.0,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16.0,7.0,72.0,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31,oscar vilhelmsson,exact
2707,Toni Villa,es ESP,MIL,Girona,es La Liga,28.0,1995.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,toni villa,exact
2708,Asier Villalibre,es ESP,BU,Athletic Club,es La Liga,25.0,1997.0,18,4,513,5.7,2,1,3,2,0,0,0,0,1.7,1.7,1.0,2.7,6.0,10.0,29.0,0.35,0.18,0.53,0.35,0.53,0.3,0.17,0.47,0.3,0.47,asier villalibre,exact
2709,Gonzalo Villar,es ESP,MIL,Granada,es La Liga,25.0,1998.0,35,21,1803,20.0,1,3,4,1,0,0,7,0,1.9,1.9,2.2,4.1,27.0,74.0,27.0,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2,gonzalo villar,exact
2710,Iván Villar,es ESP,G,Celta Vigo,es La Liga,26.0,1997.0,12,12,1014,11.3,0,0,0,0,0,0,0,2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,ivan villar,exact
2711,Matías Viña,uy URU,DG,Sassuolo,it Serie A,25.0,1997.0,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,24.0,46.0,37.0,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15,matias vina,exact
2712,Rúben Vinagre,pt POR,DG,Hellas Verona,it Serie A,24.0,1999.0,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,ruben vinagre,exact
2713,Carlos Vinícius,br BRA,BU,Fulham,eng Premier League,28.0,1995.0,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3.0,3.0,13.0,0.57,0.0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69,carlos vinicius,exact
2714,Nicolas Viola,it ITA,MOC,Cagliari,it Serie A,33.0,1989.0,26,11,1207,13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22.0,57.0,68.0,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49,nicolas viola,exact
2715,Alan Virginius,fr FRA,BU,Lille,fr Ligue 1,20.0,2003.0,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,alan virginius,exact
2716,Alan Virginius,fr FRA,BU,Clermont Foot,fr Ligue 1,20.0,2003.0,14,12,934,10.4,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,22.0,21.0,64.0,0.0,0.19,0.19,0.0,0.19,0.13,0.15,0.27,0.13,0.27,alan virginius,exact
2717,Ricardo Visus,es ESP,DC,Betis,es La Liga,22.0,2001.0,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ricardo visus,exact
2718,Mattia Viti,it ITA,DG,Sassuolo,it Serie A,21.0,2002.0,15,12,979,10.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,36.0,13.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,mattia viti,exact
2719,Vitinha,pt POR,BU,Genoa,it Serie A,23.0,2000.0,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10.0,4.0,21.0,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,vitinha,exact
2720,Vitinha,pt POR,BU,Marseille,fr Ligue 1,23.0,2000.0,18,10,923,10.3,3,2,5,3,0,0,1,0,5.1,5.1,2.9,8.0,15.0,23.0,84.0,0.29,0.2,0.49,0.29,0.49,0.5,0.28,0.78,0.5,0.78,vitinha,exact
2721,Vitinha,pt POR,BU,Paris S-G,fr Ligue 1,23.0,2000.0,28,23,2126,23.6,7,4,11,7,0,0,0,0,3.1,3.1,3.1,6.3,41.0,182.0,122.0,0.3,0.17,0.47,0.3,0.47,0.13,0.13,0.27,0.13,0.27,vitinha,exact
2722,Vitinho,br BRA,BU,Burnley,eng Premier League,24.0,1999.0,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,vitinho,fuzzy:vitinha
2723,Daniel Vivian,es ESP,DC,Athletic Club,es La Liga,24.0,1999.0,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,daniel vivian,exact
2724,Odisseas Vlachodimos,gr GRE,G,Nott'ham Forest,eng Premier League,29.0,1994.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,odisseas vlachodimos,fuzzy:odysseas vlachodimos
2725,Dušan Vlahović,rs SRB,BU,Juventus,it Serie A,23.0,2000.0,33,27,2307,25.6,16,4,20,14,2,4,8,1,16.6,13.3,2.3,15.6,36.0,46.0,174.0,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61,dusan vlahovic,exact
2726,Nikola Vlašić,hr CRO,MIL,Torino,it Serie A,25.0,1997.0,33,30,2608,29.0,3,2,5,3,0,0,3,0,2.4,2.4,2.9,5.3,67.0,150.0,174.0,0.1,0.07,0.17,0.1,0.17,0.08,0.1,0.18,0.08,0.18,nikola vlasic,exact
2727,Alessandro Vogliacco,it ITA,DC,Genoa,it Serie A,24.0,1998.0,20,14,1169,13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,alessandro vogliacco,exact
2728,Kevin Vogt,de GER,DC,Hoffenheim,de Bundesliga,31.0,1991.0,16,14,1319,14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,kevin vogt,exact
2729,Kevin Vogt,de GER,DC,Union Berlin,de Bundesliga,31.0,1991.0,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kevin vogt,exact
2730,Mërgim Vojvoda,xk KVX,MG,Torino,it Serie A,28.0,1995.0,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30.0,91.0,72.0,0.0,0.2,0.2,0.0,0.2,0.02,0.09,0.12,0.02,0.12,mergim vojvoda,exact
2731,Kevin Volland,de GER,BU,Union Berlin,de Bundesliga,31.0,1992.0,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14.0,48.0,96.0,0.2,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.2,0.37,kevin volland,exact
2732,Cristian Volpato,it ITA,AD,Sassuolo,it Serie A,19.0,2003.0,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34.0,53.0,49.0,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26,cristian volpato,exact
2733,Aster Vranckx,be BEL,MC,Wolfsburg,de Bundesliga,20.0,2002.0,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,aster vranckx,exact
2734,Stefan de Vrij,nl NED,DC,Inter,it Serie A,31.0,1992.0,25,17,1586,17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,stefan de vrij,exact
2735,Elye Wahi,fr FRA,BU,Montpellier,fr Ligue 1,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,4.23,0.0,4.23,elye wahi,exact
2736,Elye Wahi,fr FRA,BU,Lens,fr Ligue 1,20.0,2003.0,27,20,1692,18.8,9,3,12,8,1,1,10,1,11.5,10.7,2.6,13.4,52.0,15.0,171.0,0.48,0.16,0.64,0.43,0.59,0.61,0.14,0.75,0.57,0.71,elye wahi,exact
2737,Walace,br BRA,MC,Udinese,it Serie A,28.0,1995.0,37,37,3238,36.0,2,0,2,2,0,0,7,0,0.8,0.8,1.1,1.9,37.0,127.0,22.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,walace,exact
2738,Luca Waldschmidt,de GER,MOC,Köln,de Bundesliga,27.0,1996.0,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30.0,46.0,61.0,0.24,0.0,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26,luca waldschmidt,fuzzy:gian-luca waldschmidt
2739,Kyle Walker,eng ENG,DD,Manchester City,eng Premier League,33.0,1990.0,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3.0,74.0,157.0,172.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1,kyle walker,exact
2740,Sebastian Walukiewicz,pl POL,DC,Empoli,it Serie A,23.0,2000.0,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,sebastian walukiewicz,exact
2741,Aaron Wan-Bissaka,eng ENG,DD,Manchester Utd,eng Premier League,25.0,1997.0,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30.0,77.0,54.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.08,0.01,0.08,aaron wan-bissaka,exact
2742,Joel Ward,eng ENG,DD,Crystal Palace,eng Premier League,33.0,1989.0,26,23,1980,22.0,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16.0,66.0,14.0,0.0,0.05,0.05,0.0,0.05,0.04,0.01,0.05,0.04,0.05,joel ward,exact
2743,James Ward-Prowse,eng ENG,MOC,West Ham,eng Premier League,28.0,1994.0,37,34,3001,33.3,7,7,14,5,2,2,4,0,6.0,4.4,7.8,12.3,18.0,144.0,63.0,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37,james ward-prowse,exact
2744,Lewis Warrington,eng ENG,MIL,Everton,eng Premier League,20.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lewis warrington,exact
